uniprot,gene,skin_score,tier,cell_type_preferred,worth_curating,evidence_exists_elsewhere,work_needed,druggable_class,structural_family,protein_class,description
P41222,PTGDS,0.5632609699200415,medium,fibroblasts,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Prostaglandin D2 synthase
Q03135,CAV1,0.5449375078314358,medium,basal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Caveolin 1
P12830,CDH1,0.5179493016717198,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters",Cadherin 1
Q96DU7,ITPKC,0.4849534521597678,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Inositol-trisphosphate 3-kinase C
O60895,RAMP2,0.4814372270570307,medium,vascular endothelial cells,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Receptor activity modifying protein 2
O00217,NDUFS8,0.4646526610367967,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",NADH:ubiquinone oxidoreductase core subunit S8
P15260,IFNGR1,0.4447576093767589,medium,vascular endothelial cells,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Interferon gamma receptor 1
Q9Y2U2,KCNK7,0.437540408830686,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels",Potassium two pore domain channel subfamily K member 7
Q15126,PMVK,0.4366787206369709,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Phosphomevalonate kinase
Q15165,PON2,0.4356248275681693,medium,melanocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Candidate cardiovascular disease genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins",Paraoxonase 2
Q96BI3,APH1A,0.4351509866186761,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Predicted membrane proteins, Transporters","Aph-1 homolog A, gamma-secretase subunit"
Q13586,STIM1,0.428073521521995,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Stromal interaction molecule 1
O60896,RAMP3,0.4228222087137328,medium,vascular endothelial cells,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"FDA approved drug targets, Predicted membrane proteins, Transporters",Receptor activity modifying protein 3
Q76I76,SSH2,0.4223385526966877,medium,melanocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Enzymes, Predicted intracellular proteins",Slingshot protein phosphatase 2
P62837,UBE2D2,0.4192831227225002,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",Ubiquitin conjugating enzyme E2 D2
Q3T906,GNPTAB,0.4116098622226297,medium,melanocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
Q9Y4E8,USP15,0.4085461479862415,medium,suprabasal keratinocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Ubiquitin specific peptidase 15
P11532,DMD,0.4040647831710875,medium,melanocytes,True,True,already in BindingDB/GtoPdb - merge the source,True,False,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters",Dystrophin
P02792,FTL,0.7491057244718364,high,fibroblasts,True,False,literature or in-house data,True,False,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins",Ferritin light chain
Q96FX8,PERP,0.7463042568040001,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",P53 apoptosis effector related to PMP22
P07355,ANXA2,0.7065121603008631,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters",Annexin A2
P55000,SLURP1,0.668477062514724,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins, Transporters",Secreted LY6/PLAUR domain containing 1
Q9H3M7,TXNIP,0.6645245858911533,high,vascular endothelial cells,True,False,literature or in-house data,True,False,"Cancer-related genes, Predicted intracellular proteins, Transporters",Thioredoxin interacting protein
P09758,TACSTD2,0.661239240486488,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins",Tumor associated calcium signal transducer 2
Q01628,IFITM3,0.6575840754220454,high,vascular endothelial cells,True,False,literature or in-house data,True,False,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Interferon induced transmembrane protein 3
Q96FQ6,S100A16,0.6500459675297219,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Transporters",S100 calcium binding protein A16
P22352,GPX3,0.6476293657386953,high,fibroblasts,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Glutathione peroxidase 3
P40126,DCT,0.6343135058349141,high,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",Dopachrome tautomerase
Q9Y287,ITM2B,0.6259663778989834,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Integral membrane protein 2B
P17643,TYRP1,0.6217124359708394,high,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Tyrosinase related protein 1
P21926,CD9,0.6213243194273191,high,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Transporters",CD9 molecule
O95467,GNAS,0.6176364357360973,high,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",GNAS complex locus
Q14515,SPARCL1,0.6026331737364683,high,vascular endothelial cells,True,False,literature or in-house data,True,False,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters",SPARC like 1
P15954,COX7C,0.5990883622212562,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted membrane proteins, Transporters",Cytochrome c oxidase subunit 7C
Q06055,ATP5MC2,0.5980754101308303,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",ATP synthase membrane subunit c locus 2
P40967,PMEL,0.5910975711693229,medium,melanocytes,True,False,literature or in-house data,True,False,"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins",Premelanosome protein
O95832,CLDN1,0.5860229209393171,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Claudin 1
Q96QD8,SLC38A2,0.577288873159053,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins, Transporters",Solute carrier family 38 member 2
P0C6T2,OST4,0.5679264804496882,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters","Oligosaccharyltransferase complex subunit 4, non-catalytic"
P62491,RAB11A,0.5619172384459872,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins","RAB11A, member RAS oncogene family"
P61916,NPC2,0.555940833155298,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters",NPC intracellular cholesterol transporter 2
P60022,DEFB1,0.5541724870625963,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted secreted proteins, Transporters",Defensin beta 1
Q9UBX7,KLK11,0.5509478268826216,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Kallikrein related peptidase 11
O14493,CLDN4,0.5503598239092649,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Claudin 4
Q9BXS4,TMEM59,0.5494459468902051,medium,melanocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Transmembrane protein 59
O00204,SULT2B1,0.5455063555844147,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",Sulfotransferase family 2B member 1
O00501,CLDN5,0.543076802157149,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Claudin 5
Q16774,GUK1,0.5427894954802223,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins",Guanylate kinase 1
P14406,COX7A2,0.5386421197917548,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Cytochrome c oxidase subunit 7A2
P10176,COX8A,0.5385378830339953,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",Cytochrome c oxidase subunit 8A
O95833,CLIC3,0.5385198394930355,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Plasma proteins, Predicted intracellular proteins, Transporters",Chloride intracellular channel 3
P48201,ATP5MC3,0.5378189042905274,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters",ATP synthase membrane subunit c locus 3
Q16570,ACKR1,0.533980084080397,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Blood group antigen proteins, CD markers, G-protein coupled receptors, Predicted membrane proteins, Transporters",Atypical chemokine receptor 1 (Duffy blood group)
P62879,GNB2,0.5285986043966941,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins, Transporters",G protein subunit beta 2
P31431,SDC4,0.5282235090573814,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Predicted membrane proteins, Predicted secreted proteins, Transporters",Syndecan 4
P30408,TM4SF1,0.5258224522697401,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Transmembrane 4 L six family member 1
P18859,ATP5PF,0.5208395134612585,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",ATP synthase peripheral stalk subunit F6
Q16864,ATP6V1F,0.5175657620906267,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters",ATPase H+ transporting V1 subunit F
O14494,PLPP1,0.5119076333588026,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted membrane proteins",Phospholipid phosphatase 1
Q01629,IFITM2,0.5062065448719761,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Interferon induced transmembrane protein 2
P05496,ATP5MC1,0.5060668268238939,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",ATP synthase membrane subunit c locus 1
P60602,ROMO1,0.5059990114605261,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Predicted intracellular proteins, Transporters",Reactive oxygen species modulator 1
P13164,IFITM1,0.505190515338724,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"CD markers, Plasma proteins, Predicted membrane proteins, Transporters",Interferon induced transmembrane protein 1
P43308,SSR2,0.5037609941452711,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Signal sequence receptor subunit 2
P61165,TMEM258,0.5027551466838567,medium,melanocytes,True,False,literature or in-house data,True,False,"Essential proteins, Predicted membrane proteins, Transporters",Transmembrane protein 258
Q9UI14,RABAC1,0.5020787582706161,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Rab acceptor 1
O14732,IMPA2,0.5003531994868232,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Inositol monophosphatase 2
Q9UII2,ATP5IF1,0.4977273474011698,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Transporters",ATP synthase inhibitory factor subunit 1
Q01581,HMGCS1,0.4971081867848996,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",3-hydroxy-3-methylglutaryl-CoA synthase 1
P51648,ALDH3A2,0.496926628650377,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Aldehyde dehydrogenase 3 family member A2
Q8NBI2,CYB561A3,0.4942490686835986,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Cytochrome b561 family member A3
Q9NZJ7,MTCH1,0.4921643767911697,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Mitochondrial carrier 1
Q8WVX3,C4orf3,0.4908123139247774,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Chromosome 4 open reading frame 3
P23634,ATP2B4,0.4887381282811179,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",ATPase plasma membrane Ca2+ transporting 4
P21580,TNFAIP3,0.4868724180674272,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",TNF alpha induced protein 3
Q9UBD6,RHCG,0.4861897125086282,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Metabolic proteins, Predicted membrane proteins, Transporters",Rh family C glycoprotein
Q9BVK8,TMEM147,0.4858655187728525,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Transmembrane protein 147
Q969X1,TMBIM1,0.4847962006814843,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Transmembrane BAX inhibitor motif containing 1
P48509,CD151,0.4830849186857087,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",CD151 molecule (Raph blood group)
P04275,VWF,0.4827592051724743,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins",Von Willebrand factor
Q8TEC5,SH3RF2,0.4827413783316632,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",SH3 domain containing ring finger 2
Q99735,MGST2,0.4818750172526185,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Microsomal glutathione S-transferase 2
P63241,EIF5A,0.4816703007602116,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Essential proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Eukaryotic translation initiation factor 5A
Q53TN4,CYBRD1,0.4806393514928392,medium,fibroblasts,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted membrane proteins, Transporters",Cytochrome b reductase 1
Q8TCT6,SPPL3,0.4763646756549262,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted membrane proteins",Signal peptide peptidase like 3
Q8IUX7,AEBP1,0.4762733183799881,medium,fibroblasts,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",AE binding protein 1
Q96A09,TENT5B,0.4758496550453837,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",Terminal nucleotidyltransferase 5B
Q9Y3Q3,TMED3,0.4741248680068571,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Transmembrane p24 trafficking protein 3
O75712,GJB3,0.4739476477376458,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Gap junction protein beta 3
P04179,SOD2,0.4739297992328909,medium,fibroblasts,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Superoxide dismutase 2
O94979,SEC31A,0.4737665478810541,medium,fibroblasts,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters","SEC31 homolog A, COPII coat complex component"
O14495,PLPP3,0.4735490552971179,medium,fibroblasts,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins",Phospholipid phosphatase 3
P61224,RAP1B,0.472200039179253,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins","RAP1B, member of RAS oncogene family"
Q7Z419,RNF144B,0.4715975586136181,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted membrane proteins",Ring finger protein 144B
Q9Y693,LHFPL6,0.4692623730253971,medium,fibroblasts,True,False,literature or in-house data,True,False,"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",LHFPL tetraspan subfamily member 6
P12277,CKB,0.468802151992376,medium,fibroblasts,True,False,literature or in-house data,True,False,"Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Creatine kinase B
Q14914,PTGR1,0.4682641459555932,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",Prostaglandin reductase 1
Q8N6M6,AOPEP,0.4677414588184621,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Aminopeptidase O (putative)
O15217,GSTA4,0.4665975887466035,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Glutathione S-transferase alpha 4
Q15311,RALBP1,0.466089924945383,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins, Transporters",RalA binding protein 1
O43278,SPINT1,0.4651835203388798,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters","Serine peptidase inhibitor, Kunitz type 1"
Q9Y653,ADGRG1,0.4651777125805388,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Adhesion G protein-coupled receptor G1
Q9UQC9,CLCA2,0.4638708122231231,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Chloride channel accessory 2
Q9UHQ9,CYB5R1,0.463401905272667,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Cytochrome b5 reductase 1
P62256,UBE2H,0.4626104519427331,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Ubiquitin conjugating enzyme E2 H
Q96DB9,FXYD5,0.4623611818230235,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Plasma proteins, Predicted membrane proteins, Transporters",FXYD domain containing ion transport regulator 5
Q8IYB3,SRRM1,0.462057118391654,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters",Serine and arginine repetitive matrix 1
Q13438,OS9,0.458686474575222,medium,melanocytes,True,False,literature or in-house data,True,False,"Essential proteins, Predicted intracellular proteins, Transporters",OS9 endoplasmic reticulum lectin
Q9NVJ2,ARL8B,0.45842258603948,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Predicted intracellular proteins",ADP ribosylation factor like GTPase 8B
Q15287,RNPS1,0.4573962211471323,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Predicted intracellular proteins, Transporters",RNA binding protein with serine rich domain 1
O15519,CFLAR,0.4573576373093847,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Cancer-related genes, Enzymes, Predicted intracellular proteins",CASP8 and FADD like apoptosis regulator
O60238,BNIP3L,0.4556718039707834,medium,fibroblasts,True,False,literature or in-house data,True,False,"Cancer-related genes, Predicted membrane proteins, Transporters",BCL2 interacting protein 3 like
P78310,CXADR,0.4553329591641387,medium,basal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Predicted secreted proteins, Transporters",CXADR Ig-like cell adhesion molecule
P50440,GATM,0.4543486504016322,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Glycine amidinotransferase
Q8IU89,CERS3,0.4527956350324587,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Ceramide synthase 3
Q7Z429,GRINA,0.4524246904396334,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Glutamate ionotropic receptor NMDA type subunit associated protein 1
P53804,TTC3,0.4522098230734612,medium,melanocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Tetratricopeptide repeat domain 3
Q12891,HYAL2,0.4503046147942547,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",Hyaluronidase 2
Q8N1Q8,THEM5,0.4477095920893695,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Metabolic proteins, Predicted intracellular proteins",Thioesterase superfamily member 5
Q9NZV1,CRIM1,0.4466548222885208,medium,vascular endothelial cells,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Cysteine rich transmembrane BMP regulator 1
Q9H0U4,RAB1B,0.4461149837948392,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins","RAB1B, member RAS oncogene family"
Q9H6X4,TMEM134,0.445484680689832,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",Transmembrane protein 134
P60201,PLP1,0.445027872475113,medium,melanocytes,True,False,literature or in-house data,True,False,"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters",Proteolipid protein 1
P61421,ATP6V0D1,0.4444851263111746,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters",ATPase H+ transporting V0 subunit d1
P61599,NAA20,0.4442559231757487,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins","N-alpha-acetyltransferase 20, NatB catalytic subunit"
O76070,SNCG,0.4441916867225188,medium,lymphatic endothelial cells,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Transporters",Synuclein gamma
Q6NUT3,MFSD12,0.4434713369273343,medium,melanocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",Major facilitator superfamily domain containing 12
P41091,EIF2S3,0.4433932829224346,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",Eukaryotic translation initiation factor 2 subunit gamma
Q96CV9,OPTN,0.443306836319378,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",Optineurin
Q8NI32,LYPD6B,0.4428924050800505,medium,suprabasal keratinocytes,True,False,literature or in-house data,True,False,"Predicted intracellular proteins, Transporters",LY6/PLAUR domain containing 6B
O75787,ATP6AP2,0.4418630791682026,medium,melanocytes,True,False,literature or in-house data,True,False,"Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",ATPase H+ transporting accessory protein 2
O75915,ARL6IP5,0.4416684531610571,medium,fibroblasts,True,False,literature or in-house data,True,False,"Predicted membrane proteins, Transporters",ADP ribosylation factor like GTPase 6 interacting protein 5
