normalised,display_name,smiles,inchikey,source,is_ingredient_name
dexbudesonida,dexbudesonida,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,UNISKOOZAQCSPC-UHFFFAOYSA-N,ChEMBL,False
dexbudesonide,dexbudesonide,CCCC1OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,UNISKOOZAQCSPC-UHFFFAOYSA-N,ChEMBL,False
dexedrine,dexedrine,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dexedrine spansule,dexedrine spansule,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dexepicatechin,dexepicatechin,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,ChEMBL,False
dexfenfluramina,dexfenfluramina,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,ChEMBL,False
dexfenfluramine,dexfenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,ChEMBL,False
dexfenfluramine fenfluramine,dexfenfluramine|fenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,GtoPdb,False
dexfenfluramine hcl,dexfenfluramine hcl,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,ChEMBL,False
dexfenfluramine hydrochloride,dexfenfluramine hydrochloride,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,ChEMBL,False
dexibuprofen,dexibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,ChEMBL,False
dexibuprofene,dexibuprofene,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,ChEMBL,False
dexibuprofeno,dexibuprofeno,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,ChEMBL,False
dexidrine,dexidrine,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dexnorgestrel,dexnorgestrel,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,KIQQMECNKUGGKA-UHFFFAOYSA-N,GtoPdb,False
dexnorgestrel acetime,dexnorgestrel acetime,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,KIQQMECNKUGGKA-UHFFFAOYSA-N,ChEMBL,False
dexol,dexol,O[B-]1(O)OO[B-](O)(O)OO1,PNIJRIIGBGFYHF-UHFFFAOYSA-N,ChEMBL,False
dexone,dexone,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexone 0 5,dexone 0.5,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexone 0 75,dexone 0.75,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexone 1 5,dexone 1.5,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexone 4,dexone 4,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexpantenol,dexpantenol,CC(C)(CO)C(O)C(=O)NCCCO,SNPLKNRPJHDVJA-UHFFFAOYSA-N,ChEMBL,False
dexpanthenol,dexpanthenol,CC(C)(CO)C(O)C(=O)NCCCO,SNPLKNRPJHDVJA-UHFFFAOYSA-N,ChEMBL,False
dexsol,dexsol,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dextenza,dextenza,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dextilidina,dextilidina,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,WDEFBBTXULIOBB-UHFFFAOYSA-N,ChEMBL,False
dextilidine,dextilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,WDEFBBTXULIOBB-UHFFFAOYSA-N,ChEMBL,False
dextran,dextran,O=C(C(O)CO)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,BYMPKULJRANZCQ-UHFFFAOYSA-N,ChEMBL,True
dextran 40,dextran 40,O=C(C(O)CO)C(O)C(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,BYMPKULJRANZCQ-UHFFFAOYSA-N,ChEMBL,False
dextro dromoran,dextro-dromoran,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,ChEMBL,False
dextro energy,dextro energy,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine,dextroamphetamine,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine adipate,dextroamphetamine adipate,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine adipate component of delcobese,dextroamphetamine adipate component of delcobese,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine phosphate,dextroamphetamine phosphate,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine resin complex,dextroamphetamine resin complex,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine saccharate,dextroamphetamine saccharate,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,DSLZVSRJTYRBFB-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine saccharate component of mydayis,dextroamphetamine saccharate component of mydayis,O=C(O)C(O)C(O)C(O)C(O)C(=O)O,DSLZVSRJTYRBFB-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine sulfate,dextroamphetamine sulfate,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine sulfate cii,dextroamphetamine sulfate cii,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine sulfate component of delcobese,dextroamphetamine sulfate component of delcobese,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine sulfate component of mydayis,dextroamphetamine sulfate component of mydayis,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextroamphetamine sulphate,dextroamphetamine sulphate,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextrocamphor,dextrocamphor,CC12CCC(CC1=O)C2(C)C,DSSYKIVIOFKYAU-UHFFFAOYSA-N,ChEMBL,False
dextrogel,dextrogel,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextromethadone,dextromethadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,ChEMBL,False
dextromethadone hydrochloride,dextromethadone hydrochloride,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan,dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,BindingDB,False
dextromethorphan hydrobromide,dextromethorphan hydrobromide,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of auvelity,dextromethorphan hydrobromide component of auvelity,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of avp 923,dextromethorphan hydrobromide component of avp-923,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of bromanate dm,dextromethorphan hydrobromide component of bromanate dm,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of bromfed dm,dextromethorphan hydrobromide component of bromfed-dm,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of dimetane dx,dextromethorphan hydrobromide component of dimetane-dx,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of mucinex dm,dextromethorphan hydrobromide component of mucinex dm,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of nuedexta,dextromethorphan hydrobromide component of nuedexta,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of pherazine dm,dextromethorphan hydrobromide component of pherazine dm,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphan hydrobromide component of promethazine dm,dextromethorphan hydrobromide component of promethazine dm,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextromethorphane,dextromethorphane,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextrometorfano,dextrometorfano,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,MKXZASYAUGDDCJ-UHFFFAOYSA-N,ChEMBL,False
dextrorfano,dextrorfano,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,ChEMBL,False
dextrorphan,dextrorphan,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,ChEMBL,False
dextrorphan hydrochloride,dextrorphan hydrochloride,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,ChEMBL,False
dextrorphane,dextrorphane,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,JAQUASYNZVUNQP-UHFFFAOYSA-N,ChEMBL,False
dextrose,dextrose,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrose anhydrous,dextrose anhydrous,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrose component of navstel,dextrose component of navstel,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrose solution,dextrose solution,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrose unspecified,"dextrose, unspecified",OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrose unspecified form,"dextrose, unspecified form",OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,ChEMBL,False
dextrostat,dextrostat,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,ChEMBL,False
dextrostat reg,dextrostat&reg;,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,GtoPdb,False
dexycu,dexycu,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dexycu kit,dexycu kit,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,GJFCONYVAUNLKB-UHFFFAOYSA-N,ChEMBL,False
dezodorator,dezodorator,c1ccc2ccccc2c1,UFWIBTONFRDIAS-UHFFFAOYSA-N,ChEMBL,False
df 118,df 118,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dh codeine,dh-codeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,ChEMBL,False
dhea,dhea,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,FMGSKLZLMKYGDP-UHFFFAOYSA-N,GtoPdb,False
di isopropanolamine,di-isopropanolamine,CC(O)CNCC(C)O,LVTYICIALWPMFW-UHFFFAOYSA-N,ChEMBL,False
di metrex,di-metrex,CC1C(c2ccccc2)OCCN1C,MFOCDFTXLCYLKU-UHFFFAOYSA-N,ChEMBL,False
di n butyl phthalate,di-n-butyl phthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,ChEMBL,False
di n octyl sodium sulfosuccinate,di-n-octyl sodium sulfosuccinate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,ChEMBL,False
dia tuss,dia-tuss,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,GPFAJKDEDBRFOS-UHFFFAOYSA-N,ChEMBL,False
diaethylaminoaethanol ester der p butylaminobenzoesaeure,diaethylaminoaethanol ester der p-butylaminobenzoesaeure,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-N,BindingDB,False
dial,dial,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ChEMBL,False
dialose,dialose,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,ChEMBL,False
dialuminum trisulfate hydrate,dialuminum trisulfate hydrate,O=S(=O)(O)O,QAOWNCQODCNURD-UHFFFAOYSA-N,ChEMBL,False
diaminon,diaminon,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,ChEMBL,False
diammine silver fluoride,diammine silver fluoride,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,ChEMBL,False
diammonium carbonate,diammonium carbonate,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,GtoPdb,False
diammonium phosphate,diammonium phosphate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,True
diampromid,diampromid,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1,RXTHKWVSXOIHJS-UHFFFAOYSA-N,ChEMBL,False
diampromida,diampromida,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1,RXTHKWVSXOIHJS-UHFFFAOYSA-N,ChEMBL,False
diampromide,diampromide,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1,RXTHKWVSXOIHJS-UHFFFAOYSA-N,ChEMBL,True
dianabol,dianabol,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,XWALNWXLMVGSFR-UHFFFAOYSA-N,ChEMBL,False
diaparene,diaparene,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,UQOOPIMXBSPVJI-UHFFFAOYSA-N,ChEMBL,False
diatensec,diatensec,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,RRQQBPFUONLKTL-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine,diatrizoate meglumine,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of angiovist,diatrizoate meglumine component of angiovist,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of gastrografin,diatrizoate meglumine component of gastrografin,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of gastrovist,diatrizoate meglumine component of gastrovist,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of md gastroview,diatrizoate meglumine component of md-gastroview,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of renocal,diatrizoate meglumine component of renocal,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of renografin,diatrizoate meglumine component of renografin,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of renovist,diatrizoate meglumine component of renovist,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoate meglumine component of sinografin,diatrizoate meglumine component of sinografin,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diatrizoic acid meglumine salt,diatrizoic acid meglumine salt,CNCC(O)C(O)C(O)C(O)CO,MBBZMMPHUWSWHV-UHFFFAOYSA-N,ChEMBL,False
diazoxide choline,diazoxide choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,ChEMBL,False
diazyl,diazyl,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,ChEMBL,False
dibasic ammonium phosphate,dibasic ammonium phosphate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,False
dibasic calcium phosphate,dibasic calcium phosphate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,False
dibasic calcium phosphate hydrate,dibasic calcium phosphate hydrate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,False
dibasic magnesium stearate,dibasic magnesium stearate,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,ChEMBL,False
dibasic potassium phosphate,dibasic potassium phosphate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,False
dibehenin,dibehenin,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,DMBUODUULYCPAK-UHFFFAOYSA-N,ChEMBL,False
dibenil,dibenil,CN(C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,ChEMBL,False
dibenz a h anthracene,"dibenz[a,h]anthracene",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,LHRCREOYAASXPZ-UHFFFAOYSA-N,ChEMBL,True
dibenzothiophene,dibenzothiophene,c1ccc2c(c1)sc1ccccc12,IYYZUPMFVPLQIF-UHFFFAOYSA-N,ChEMBL,True
dibutyl benzene 1 2 dicarboxylate,"dibutyl benzene-1,2-dicarboxylate",CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,GtoPdb,False
dibutyl phthalate,dibutyl phthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,ChEMBL,True
dibutyl sebacate,dibutyl sebacate,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,PYGXAGIECVVIOZ-UHFFFAOYSA-N,ChEMBL,True
dibutylphthalate,dibutylphthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,ChEMBL,False
dicaine,dicaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-N,ChEMBL,False
dicainum,dicainum,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,GKCBAIGFKIBETG-UHFFFAOYSA-N,ChEMBL,False
dicalcium phosphate,dicalcium phosphate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,True
dicalcium phosphate anhydrous,dicalcium phosphate anhydrous,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,False
dicalcium phosphate dihydrate,dicalcium phosphate dihydrate,O=P(O)(O)O,NBIIXXVUZAFLBC-UHFFFAOYSA-N,ChEMBL,True
dicapryl sodium sulfosuccinate,dicapryl sodium sulfosuccinate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,HNSDLXPSAYFUHK-UHFFFAOYSA-N,ChEMBL,True
dichloro m xylenol,dichloro-m-xylenol,Cc1cc(O)c(Cl)c(C)c1Cl,IYOLBFFHPZOQGW-UHFFFAOYSA-N,ChEMBL,True
dichlorobenzyl alcohol,dichlorobenzyl alcohol,OCc1ccc(Cl)cc1Cl,DBHODFSFBXJZNY-UHFFFAOYSA-N,ChEMBL,True
dichlorophen,dichlorophen,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,ChEMBL,True
dichlorophene,dichlorophene,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,ChEMBL,True
dichloroxylenol,dichloroxylenol,Cc1cc(O)c(Cl)c(C)c1Cl,IYOLBFFHPZOQGW-UHFFFAOYSA-N,ChEMBL,False
diclorofeno,diclorofeno,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,ChEMBL,False
dicloroxilenol,dicloroxilenol,Cc1cc(O)c(Cl)c(C)c1Cl,IYOLBFFHPZOQGW-UHFFFAOYSA-N,ChEMBL,False
dicodid,dicodid,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,LLPOLZWFYMWNKH-UHFFFAOYSA-N,ChEMBL,False
dicogesic reg,dicogesic&reg;,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,RBOXVHNMENFORY-UHFFFAOYSA-N,GtoPdb,False
diconal,diconal,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,SVDHSZFEQYXRDC-UHFFFAOYSA-N,ChEMBL,False
diconal tablets dipipanone cyclizine,diconal tablets (dipipanone+cyclizine),CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,SVDHSZFEQYXRDC-UHFFFAOYSA-N,GtoPdb,False
didrex,didrex,CC(Cc1ccccc1)N(C)Cc1ccccc1,YXKTVDFXDRQTKV-UHFFFAOYSA-N,ChEMBL,False
didrex reg,didrex&reg;,CC(Cc1ccccc1)N(C)Cc1ccccc1,YXKTVDFXDRQTKV-UHFFFAOYSA-N,GtoPdb,False
didrogesterona,didrogesterona,CC(=O)C1CCC2C3=CC=C4CC(=O)CCC4(C)C3CCC12C,CCTOEXCQYMSSED-UHFFFAOYSA-N,ChEMBL,False
didronel,didronel,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,ChEMBL,False
didronel iv,didronel iv,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,ChEMBL,False
didronel pmo,didronel pmo,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,ChEMBL,False
didronel reg,didronel&reg;,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,GtoPdb,False
didroxane,didroxane,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,ChEMBL,False
dieckol,dieckol,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,DRZQFGYIIYNNEC-UHFFFAOYSA-N,ChEMBL,True
dienestrol,dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,True
dienestrol alpha,"dienestrol, .alpha.-",CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,False
dienestrol diacetate alpha,"dienestrol diacetate, .alpha.-",CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,False
dienestrol trans form,dienestrol trans-form,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,False
dienoestrol,dienoestrol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,False
dienol,dienol,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,NFDFQCUYFHCNBW-UHFFFAOYSA-N,ChEMBL,False
dietade dietary foods,dietade dietary foods,O=C(C(O)CO)C(O)C(O)CO,DWJZKGYQNOQQEZ-UHFFFAOYSA-N,ChEMBL,False
diethanolamine,diethanolamine,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,ChEMBL,True
diethyl 2 6 dimethyl 4 2 e 3 2 methylpropan 2 yl oxy 3 oxoprop 1 enyl phenyl 1 4 dihydropyridine 3 5 dicarboxylate,"diethyl 2,6-dimethyl-4-[2-[(e)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,BGYJFSXPRMOZJK-UHFFFAOYSA-N,GtoPdb,False
